doenca,localidade,ano,semana_epidemiologica,semana_ano,data_inicio_semana,casos_notificados,casos_confirmados,casos_fem,casos_masc,casos_0_19,casos_20_59,casos_60_mais
Dengue,Cubatão,2021,35,202135,2021-08-29,60,9,36,24,22,30,8
Dengue,Cubatão,2021,36,202136,2021-09-05,48,16,18,30,13,26,9
Dengue,Cubatão,2021,37,202137,2021-09-12,26,7,11,15,5,19,2
Dengue,Cubatão,2021,38,202138,2021-09-19,65,14,33,32,35,24,6
Dengue,Cubatão,2021,39,202139,2021-09-26,38,5,24,14,10,25,3
Dengue,Cubatão,2021,40,202140,2021-10-03,42,6,23,19,13,28,1
Dengue,Cubatão,2021,41,202141,2021-10-10,30,2,19,11,16,12,2
Dengue,Cubatão,2021,42,202142,2021-10-17,42,11,20,22,15,24,3
Dengue,Cubatão,2021,43,202143,2021-10-24,18,2,7,11,7,10,1
Dengue,Cubatão,2021,44,202144,2021-10-31,18,1,8,10,5,13,0
Dengue,Cubatão,2021,45,202145,2021-11-07,16,1,12,4,0,14,2
Dengue,Cubatão,2021,46,202146,2021-11-14,10,0,4,6,1,4,5
Dengue,Cubatão,2021,47,202147,2021-11-21,15,4,7,8,4,11,0
Dengue,Cubatão,2021,48,202148,2021-11-28,24,2,14,10,6,18,0
Dengue,Cubatão,2021,49,202149,2021-12-05,32,3,16,16,7,24,1
Dengue,Cubatão,2021,50,202150,2021-12-12,85,12,44,41,23,61,1
Dengue,Cubatão,2021,51,202151,2021-12-19,43,2,18,25,9,34,0
Dengue,Cubatão,2021,52,202152,2021-12-26,21,5,6,15,5,15,1
Dengue,Cubatão,2022,1,202201,2022-01-02,3,1,1,2,0,3,0
Dengue,Cubatão,2022,2,202202,2022-01-09,3,3,0,3,0,3,0
Dengue,Cubatão,2022,3,202203,2022-01-16,2,2,1,1,0,2,0
Dengue,Cubatão,2022,4,202204,2022-01-23,3,3,3,0,1,2,0
Dengue,Cubatão,2022,5,202205,2022-01-30,1,1,0,1,1,0,0
Dengue,Cubatão,2022,6,202206,2022-02-06,3,3,1,2,0,3,0
Dengue,Cubatão,2022,7,202207,2022-02-13,3,3,0,3,1,2,0
Dengue,Cubatão,2022,8,202208,2022-02-20,1,1,1,0,1,0,0
Dengue,Cubatão,2022,13,202213,2022-03-27,2,2,0,2,0,2,0
Dengue,Cubatão,2022,14,202214,2022-04-03,7,4,4,3,0,7,0
Dengue,Cubatão,2022,15,202215,2022-04-10,1,0,1,0,1,0,0
Dengue,Cubatão,2022,16,202216,2022-04-17,3,2,1,2,0,3,0
Dengue,Cubatão,2022,17,202217,2022-04-24,3,1,2,1,0,2,1
Dengue,Cubatão,2022,18,202218,2022-05-01,6,6,2,4,3,3,0
Dengue,Cubatão,2022,19,202219,2022-05-08,6,3,2,4,3,3,0
Dengue,Cubatão,2022,20,202220,2022-05-15,12,11,5,7,6,6,0
Dengue,Cubatão,2022,21,202221,2022-05-22,8,7,6,2,4,3,1
Dengue,Cubatão,2022,22,202222,2022-05-29,3,3,2,1,2,1,0
Dengue,Cubatão,2022,23,202223,2022-06-05,1,0,0,1,0,1,0
Dengue,Cubatão,2022,24,202224,2022-06-12,1,1,0,1,1,0,0
Dengue,Cubatão,2022,26,202226,2022-06-26,3,2,2,1,1,2,0
Dengue,Cubatão,2022,27,202227,2022-07-03,2,0,1,1,1,1,0
Dengue,Cubatão,2022,28,202228,2022-07-10,4,4,3,1,0,4,0
Dengue,Cubatão,2022,29,202229,2022-07-17,1,1,1,0,0,1,0
Dengue,Cubatão,2022,30,202230,2022-07-24,1,1,1,0,1,0,0
Dengue,Cubatão,2022,31,202231,2022-07-31,1,1,1,0,0,1,0
Dengue,Cubatão,2022,32,202232,2022-08-07,2,1,2,0,1,1,0
Dengue,Cubatão,2022,35,202235,2022-08-28,2,1,1,1,1,1,0
Dengue,Cubatão,2022,36,202236,2022-09-04,1,0,0,1,0,1,0
Dengue,Cubatão,2022,37,202237,2022-09-11,1,1,1,0,0,1,0
Dengue,Cubatão,2022,38,202238,2022-09-18,2,2,2,0,0,2,0
Dengue,Cubatão,2022,40,202240,2022-10-02,2,1,0,2,0,2,0
Dengue,Cubatão,2022,43,202243,2022-10-23,1,1,1,0,0,1,0
Dengue,Cubatão,2022,44,202244,2022-10-30,4,3,3,1,3,1,0
Dengue,Cubatão,2022,45,202245,2022-11-06,5,2,1,4,0,5,0
Dengue,Cubatão,2022,46,202246,2022-11-13,1,1,0,1,0,1,0
Dengue,Cubatão,2022,47,202247,2022-11-20,1,1,0,1,1,0,0
Dengue,Cubatão,2022,48,202248,2022-11-27,2,2,2,0,0,2,0
Dengue,Cubatão,2022,49,202249,2022-12-04,1,0,1,0,0,1,0
Dengue,Cubatão,2022,50,202250,2022-12-11,1,1,0,1,0,1,0
Dengue,Cubatão,2022,51,202251,2022-12-18,2,2,2,0,1,1,0
Dengue,Cubatão,2022,52,202252,2022-12-25,2,2,2,0,1,1,0
Dengue,Cubatão,2023,6,202306,2023-02-05,1,1,1,0,0,1,0
Dengue,Cubatão,2023,7,202307,2023-02-12,4,2,0,4,0,4,0
Dengue,Cubatão,2023,10,202310,2023-03-05,1,1,0,1,0,1,0
Dengue,Cubatão,2023,11,202311,2023-03-12,2,1,1,1,1,1,0
Dengue,Cubatão,2023,12,202312,2023-03-19,1,1,0,1,0,1,0
Dengue,Cubatão,2023,14,202314,2023-04-02,8,8,3,5,0,8,0
Dengue,Cubatão,2023,15,202315,2023-04-09,3,3,0,3,2,1,0
Dengue,Cubatão,2023,16,202316,2023-04-16,1,1,0,1,0,1,0
Dengue,Cubatão,2023,17,202317,2023-04-23,1,1,1,0,1,0,0
Dengue,Cubatão,2023,19,202319,2023-05-07,2,2,2,0,0,2,0
Dengue,Cubatão,2023,20,202320,2023-05-14,4,4,3,1,1,3,0
Dengue,Cubatão,2023,21,202321,2023-05-21,3,2,1,2,0,3,0
Dengue,Cubatão,2023,22,202322,2023-05-28,3,3,1,2,0,3,0
Dengue,Cubatão,2023,23,202323,2023-06-04,2,2,2,0,0,2,0
Dengue,Cubatão,2023,24,202324,2023-06-11,1,1,0,1,0,1,0
Dengue,Cubatão,2023,26,202326,2023-06-25,1,1,1,0,0,1,0
Dengue,Cubatão,2023,28,202328,2023-07-09,2,2,0,2,0,2,0
Dengue,Cubatão,2023,30,202330,2023-07-23,1,1,0,1,0,1,0
Dengue,Cubatão,2023,31,202331,2023-07-30,3,3,1,2,0,3,0
Dengue,Cubatão,2023,32,202332,2023-08-06,2,2,1,1,1,1,0
Dengue,Cubatão,2023,33,202333,2023-08-13,1,1,1,0,0,1,0
Dengue,Cubatão,2023,34,202334,2023-08-20,2,2,0,2,1,1,0
Dengue,Cubatão,2023,38,202338,2023-09-17,1,1,0,1,0,0,1
Dengue,Cubatão,2023,39,202339,2023-09-24,1,1,1,0,1,0,0
Dengue,Cubatão,2023,40,202340,2023-10-01,1,1,1,0,0,0,1
Dengue,Cubatão,2023,44,202344,2023-10-29,1,1,1,0,0,1,0
Dengue,Cubatão,2023,48,202348,2023-11-26,1,1,1,0,0,1,0
Dengue,Cubatão,2023,49,202349,2023-12-03,1,1,1,0,0,1,0
Dengue,Cubatão,2023,50,202350,2023-12-10,1,1,1,0,0,1,0
Dengue,Cubatão,2023,51,202351,2023-12-17,1,1,1,0,0,1,0
Dengue,Cubatão,2023,52,202352,2023-12-24,1,1,1,0,1,0,0
Dengue,Cubatão,2024,1,202401,2024-01-07,1,1,1,0,0,1,0
Dengue,Cubatão,2024,2,202402,2024-01-14,4,4,3,1,0,4,0
Dengue,Cubatão,2024,4,202404,2024-01-28,2,2,1,1,0,1,1
Dengue,Cubatão,2024,5,202405,2024-02-04,6,6,5,1,0,5,1
Dengue,Cubatão,2024,6,202406,2024-02-11,4,4,2,2,1,3,0
Dengue,Cubatão,2024,7,202407,2024-02-18,2,2,1,1,1,1,0
Dengue,Cubatão,2024,8,202408,2024-02-25,7,6,6,1,0,7,0
Dengue,Cubatão,2024,9,202409,2024-03-03,4,4,3,1,0,4,0
Dengue,Cubatão,2024,10,202410,2024-03-10,9,7,3,6,3,5,1
Dengue,Cubatão,2024,11,202411,2024-03-17,28,27,15,13,11,16,1
Dengue,Cubatão,2024,12,202412,2024-03-24,14,14,7,7,4,10,0
Dengue,Cubatão,2024,13,202413,2024-03-31,9,8,6,3,3,6,0
Dengue,Cubatão,2024,14,202414,2024-04-07,8,8,2,6,3,4,1
Dengue,Cubatão,2024,15,202415,2024-04-14,9,8,8,1,2,7,0
Dengue,Cubatão,2024,16,202416,2024-04-21,24,24,11,13,6,17,1
Dengue,Cubatão,2024,17,202417,2024-04-28,23,19,16,7,6,14,3
Dengue,Cubatão,2024,18,202418,2024-05-05,31,27,13,18,6,22,3
Dengue,Cubatão,2024,19,202419,2024-05-12,36,35,20,16,11,18,7
Dengue,Cubatão,2024,20,202420,2024-05-19,23,20,8,15,7,15,1
Dengue,Cubatão,2024,21,202421,2024-05-26,26,26,20,6,12,13,1
Dengue,Cubatão,2024,22,202422,2024-06-02,16,16,9,7,4,10,2
Dengue,Cubatão,2024,23,202423,2024-06-09,23,22,14,9,4,16,3
Dengue,Cubatão,2024,24,202424,2024-06-16,20,19,7,13,5,14,1
Dengue,Cubatão,2024,25,202425,2024-06-23,15,15,6,9,6,7,2
Dengue,Cubatão,2024,26,202426,2024-06-30,34,34,19,15,10,23,1
Dengue,Cubatão,2024,27,202427,2024-07-07,22,22,8,14,2,17,3
Dengue,Cubatão,2024,28,202428,2024-07-14,20,20,9,11,3,14,3
Dengue,Cubatão,2024,29,202429,2024-07-21,9,9,6,3,0,8,1
Dengue,Cubatão,2024,30,202430,2024-07-28,7,7,3,4,3,3,1
Dengue,Cubatão,2024,31,202431,2024-08-04,4,4,2,2,0,3,1
Dengue,Cubatão,2024,32,202432,2024-08-11,2,2,2,0,0,2,0
Dengue,Cubatão,2024,33,202433,2024-08-18,2,2,2,0,1,1,0
Dengue,Cubatão,2024,34,202434,2024-08-25,6,6,5,1,0,6,0
Dengue,Cubatão,2024,35,202435,2024-09-01,6,6,3,3,3,3,0
Dengue,Cubatão,2024,37,202437,2024-09-15,1,1,0,1,1,0,0
Dengue,Cubatão,2024,38,202438,2024-09-22,3,3,2,1,1,2,0
Dengue,Cubatão,2024,40,202440,2024-10-06,2,2,2,0,0,2,0
Dengue,Cubatão,2024,41,202441,2024-10-13,1,1,1,0,1,0,0
Dengue,Cubatão,2024,42,202442,2024-10-20,3,3,3,0,1,1,1
Dengue,Cubatão,2024,44,202444,2024-11-03,3,3,1,2,2,1,0
Dengue,Cubatão,2024,47,202447,2024-11-24,3,3,1,2,1,2,0
Dengue,Cubatão,2024,48,202448,2024-12-01,3,3,3,0,0,3,0
Dengue,Cubatão,2024,49,202449,2024-12-08,1,1,1,0,0,1,0
Dengue,Cubatão,2024,50,202450,2024-12-15,6,5,4,2,0,5,1
Dengue,Cubatão,2024,51,202451,2024-12-22,4,4,2,2,0,3,1
Dengue,Cubatão,2024,52,202452,2024-12-29,1,1,0,1,0,1,0
Dengue,Cubatão,2025,1,202501,2025-01-05,4,4,4,0,2,2,0
Dengue,Cubatão,2025,3,202503,2025-01-19,1,1,0,1,0,1,0
Dengue,Cubatão,2025,7,202507,2025-02-16,1,1,0,1,0,1,0
Dengue,Cubatão,2025,8,202508,2025-02-23,1,1,1,0,1,0,0
Dengue,Cubatão,2025,9,202509,2025-03-02,6,6,5,1,4,2,0
Dengue,Cubatão,2025,10,202510,2025-03-09,7,7,5,2,0,7,0
Dengue,Cubatão,2025,11,202511,2025-03-16,11,11,3,8,1,10,0
Dengue,Cubatão,2025,12,202512,2025-03-23,11,11,8,3,4,7,0
Dengue,Cubatão,2025,13,202513,2025-03-30,14,14,6,8,2,10,2
Dengue,Cubatão,2025,14,202514,2025-04-06,9,9,6,3,1,8,0
Dengue,Cubatão,2025,15,202515,2025-04-13,11,11,4,7,3,7,1
Dengue,Cubatão,2025,16,202516,2025-04-20,9,9,8,1,0,9,0
Dengue,Cubatão,2025,17,202517,2025-04-27,12,12,7,5,0,11,1
Dengue,Cubatão,2025,18,202518,2025-05-04,1,1,0,1,0,1,0
Dengue,Cubatão,2025,19,202519,2025-05-11,2,2,1,1,0,2,0
Dengue,Cubatão,2025,20,202520,2025-05-18,7,6,2,5,3,3,1
Dengue,Cubatão,2025,21,202521,2025-05-25,11,11,6,5,5,2,4
Dengue,Cubatão,2025,22,202522,2025-06-01,18,18,8,10,6,12,0
Dengue,Cubatão,2025,23,202523,2025-06-08,15,15,9,6,6,7,2
Dengue,Cubatão,2025,24,202524,2025-06-15,11,10,6,5,2,9,0
Dengue,Cubatão,2025,25,202525,2025-06-22,7,7,3,4,1,6,0
Dengue,Cubatão,2025,26,202526,2025-06-29,4,4,1,3,2,2,0
Dengue,Cubatão,2025,27,202527,2025-07-06,8,8,4,4,3,5,0
Dengue,Cubatão,2025,28,202528,2025-07-13,3,3,1,2,2,1,0
Dengue,Cubatão,2025,29,202529,2025-07-20,1,1,1,0,0,1,0
Dengue,Cubatão,2025,30,202530,2025-07-27,3,3,0,3,2,1,0
Dengue,Cubatão,2025,31,202531,2025-08-03,3,3,1,2,0,3,0
Dengue,Cubatão,2025,32,202532,2025-08-10,3,3,2,1,0,3,0
Dengue,Cubatão,2025,33,202533,2025-08-17,1,1,1,0,1,0,0
Dengue,Cubatão,2025,34,202534,2025-08-24,1,1,1,0,0,0,1
Dengue,Cubatão,2025,35,202535,2025-08-31,1,1,1,0,0,1,0
Dengue,Cubatão,2025,36,202536,2025-09-07,4,4,2,2,0,3,1
Dengue,Cubatão,2025,37,202537,2025-09-14,5,5,3,2,1,4,0
Dengue,Cubatão,2025,38,202538,2025-09-21,4,4,1,3,0,4,0
Dengue,Cubatão,2025,40,202540,2025-10-05,2,2,1,1,0,2,0
Dengue,Cubatão,2025,42,202542,2025-10-19,1,1,1,0,0,1,0
Dengue,Cubatão,2025,43,202543,2025-10-26,2,2,1,1,0,2,0
Dengue,Cubatão,2025,44,202544,2025-11-02,3,3,2,1,1,2,0
Dengue,Cubatão,2025,45,202545,2025-11-09,3,3,2,1,1,2,0
Dengue,Cubatão,2025,46,202546,2025-11-16,1,1,1,0,1,0,0
Dengue,Cubatão,2025,50,202550,2025-12-14,2,1,1,1,0,2,0
Dengue,Cubatão,2025,51,202551,2025-12-21,3,2,2,1,1,2,0
Dengue,Cubatão,2025,52,202552,2025-12-28,2,2,0,2,1,1,0
Dengue,Cubatão,2025,53,202553,2026-01-04,1,1,1,0,0,1,0
Dengue,Cubatão,2026,8,202608,2026-02-22,1,1,0,1,0,1,0
Dengue,Cubatão,2026,9,202609,2026-03-01,3,3,2,1,1,2,0
Dengue,Cubatão,2026,10,202610,2026-03-08,2,2,2,0,1,1,0
Dengue,Cubatão,2026,11,202611,2026-03-15,4,3,3,1,0,4,0
Dengue,Cubatão,2026,12,202612,2026-03-22,12,8,7,5,2,10,0
Dengue,Cubatão,2026,13,202613,2026-03-29,1,1,0,1,0,0,1
Dengue,Cubatão,2026,14,202614,2026-04-05,6,5,2,4,3,3,0
Dengue,Cubatão,2026,15,202615,2026-04-12,5,4,3,2,1,4,0
Dengue,Cubatão,2026,16,202616,2026-04-19,4,3,3,1,1,3,0
Dengue,Cubatão,2026,17,202617,2026-04-26,2,2,2,0,0,2,0
Dengue,Cubatão,2026,18,202618,2026-05-03,6,4,4,2,2,4,0
Dengue,Cubatão,2026,19,202619,2026-05-10,1,1,0,1,1,0,0
Dengue,Cubatão,2026,21,202621,2026-05-24,3,1,2,1,0,3,0
Dengue,Cubatão,2026,22,202622,2026-05-31,14,11,8,6,2,11,1
Dengue,Cubatão,2026,23,202623,2026-06-07,10,5,4,6,2,7,1
Dengue,Cubatão,2026,24,202624,2026-06-14,3,1,1,2,1,2,0
Dengue,Cubatão,2026,25,202625,2026-06-21,3,0,1,2,0,3,0
Dengue,Cubatão,2026,26,202626,2026-06-28,13,9,6,7,2,11,0
Dengue,Cubatão,2026,27,202627,2026-07-05,1,1,0,1,0,1,0
Dengue,Cubatão,2026,29,202629,2026-07-19,3,2,1,2,0,3,0
Dengue,Cubatão,2026,30,202630,2026-07-26,3,2,2,1,0,3,0
Dengue,Cubatão,2026,31,202631,2026-08-02,4,3,3,1,0,4,0
Dengue,Cubatão,2026,32,202632,2026-08-09,1,1,1,0,0,1,0
Dengue,Cubatão,2026,34,202634,2026-08-23,2,1,0,2,0,2,0
Dengue,Cubatão,2026,35,202635,2026-08-30,1,1,1,0,0,1,0
Dengue,Estado de São Paulo,2021,1,202101,2021-01-03,1779,383,962,817,326,1284,169
Dengue,Estado de São Paulo,2021,2,202102,2021-01-10,3310,825,1761,1546,627,2312,371
Dengue,Estado de São Paulo,2021,3,202103,2021-01-17,4197,1182,2274,1921,774,2938,485
Dengue,Estado de São Paulo,2021,4,202104,2021-01-24,4958,1640,2733,2221,969,3420,569
Dengue,Estado de São Paulo,2021,5,202105,2021-01-31,6200,2361,3434,2762,1298,4188,714
Dengue,Estado de São Paulo,2021,6,202106,2021-02-07,7626,3171,4264,3357,1556,5110,960
Dengue,Estado de São Paulo,2021,7,202107,2021-02-14,9569,4267,5312,4249,1943,6356,1270
Dengue,Estado de São Paulo,2021,8,202108,2021-02-21,11416,5230,6367,5037,2235,7693,1488
Dengue,Estado de São Paulo,2021,9,202109,2021-02-28,13540,6121,7487,6036,2721,9011,1808
Dengue,Estado de São Paulo,2021,10,202110,2021-03-07,14528,6381,8018,6493,2844,9774,1910
Dengue,Estado de São Paulo,2021,11,202111,2021-03-14,15234,6446,8407,6812,3009,10211,2014
Dengue,Estado de São Paulo,2021,12,202112,2021-03-21,17083,7627,9402,7661,3264,11569,2250
Dengue,Estado de São Paulo,2021,13,202113,2021-03-28,16450,8433,9039,7393,3207,11044,2199
Dengue,Estado de São Paulo,2021,14,202114,2021-04-04,21804,12374,12005,9777,4255,14548,3001
Dengue,Estado de São Paulo,2021,15,202115,2021-04-11,21103,11408,11684,9390,4362,14021,2720
Dengue,Estado de São Paulo,2021,16,202116,2021-04-18,19095,10477,10391,8677,4030,12530,2535
Dengue,Estado de São Paulo,2021,17,202117,2021-04-25,19189,10026,10304,8853,4003,12832,2354
Dengue,Estado de São Paulo,2021,18,202118,2021-05-02,17015,8426,9157,7835,3548,11447,2020
Dengue,Estado de São Paulo,2021,19,202119,2021-05-09,14461,6836,7661,6791,2943,9857,1661
Dengue,Estado de São Paulo,2021,20,202120,2021-05-16,12962,5470,6874,6072,2552,8959,1451
Dengue,Estado de São Paulo,2021,21,202121,2021-05-23,10091,3990,5134,4947,2099,6947,1045
Dengue,Estado de São Paulo,2021,22,202122,2021-05-30,7758,2823,3997,3750,1534,5476,748
Dengue,Estado de São Paulo,2021,23,202123,2021-06-06,7766,3014,3934,3830,1618,5435,713
Dengue,Estado de São Paulo,2021,24,202124,2021-06-13,6047,2281,3112,2933,1225,4289,533
Dengue,Estado de São Paulo,2021,25,202125,2021-06-20,4879,1545,2497,2377,969,3457,453
Dengue,Estado de São Paulo,2021,26,202126,2021-06-27,3331,1022,1722,1605,709,2277,345
Dengue,Estado de São Paulo,2021,27,202127,2021-07-04,2781,786,1438,1343,588,1931,262
Dengue,Estado de São Paulo,2021,28,202128,2021-07-11,2969,705,1550,1419,663,2061,245
Dengue,Estado de São Paulo,2021,29,202129,2021-07-18,2142,490,1082,1060,481,1467,194
Dengue,Estado de São Paulo,2021,30,202130,2021-07-25,1831,371,952,878,403,1270,158
Dengue,Estado de São Paulo,2021,31,202131,2021-08-01,1598,316,835,762,373,1070,155
Dengue,Estado de São Paulo,2021,32,202132,2021-08-08,1772,296,971,799,467,1142,163
Dengue,Estado de São Paulo,2021,33,202133,2021-08-15,1948,308,1023,917,533,1249,166
Dengue,Estado de São Paulo,2021,34,202134,2021-08-22,2092,302,1128,964,601,1297,194
Dengue,Estado de São Paulo,2021,35,202135,2021-08-29,1769,260,988,780,453,1165,151
Dengue,Estado de São Paulo,2021,36,202136,2021-09-05,1629,228,862,765,461,1026,142
Dengue,Estado de São Paulo,2021,37,202137,2021-09-12,1879,278,971,907,525,1184,170
Dengue,Estado de São Paulo,2021,38,202138,2021-09-19,2005,234,1052,953,569,1243,193
Dengue,Estado de São Paulo,2021,39,202139,2021-09-26,2010,275,1049,961,552,1269,189
Dengue,Estado de São Paulo,2021,40,202140,2021-10-03,1661,214,877,783,455,1035,171
Dengue,Estado de São Paulo,2021,41,202141,2021-10-10,1541,220,805,735,414,977,150
Dengue,Estado de São Paulo,2021,42,202142,2021-10-17,1778,261,912,866,479,1130,169
Dengue,Estado de São Paulo,2021,43,202143,2021-10-24,1686,244,856,827,490,1052,144
Dengue,Estado de São Paulo,2021,44,202144,2021-10-31,1630,226,809,820,431,1047,152
Dengue,Estado de São Paulo,2021,45,202145,2021-11-07,1872,326,984,887,528,1170,174
Dengue,Estado de São Paulo,2021,46,202146,2021-11-14,2003,379,1017,985,552,1256,195
Dengue,Estado de São Paulo,2021,47,202147,2021-11-21,2202,444,1144,1056,570,1392,240
Dengue,Estado de São Paulo,2021,48,202148,2021-11-28,2679,585,1389,1287,714,1677,288
Dengue,Estado de São Paulo,2021,49,202149,2021-12-05,2924,741,1512,1412,749,1871,304
Dengue,Estado de São Paulo,2021,50,202150,2021-12-12,3704,992,1880,1824,936,2408,360
Dengue,Estado de São Paulo,2021,51,202151,2021-12-19,3437,897,1594,1840,885,2203,349
Dengue,Estado de São Paulo,2021,52,202152,2021-12-26,3853,1273,1916,1934,969,2469,415
Dengue,Estado de São Paulo,2022,1,202201,2022-01-02,998,935,508,490,204,695,99
Dengue,Estado de São Paulo,2022,2,202202,2022-01-09,1514,1427,795,719,245,1071,198
Dengue,Estado de São Paulo,2022,3,202203,2022-01-16,1819,1717,948,871,349,1248,222
Dengue,Estado de São Paulo,2022,4,202204,2022-01-23,1746,1626,940,806,392,1091,263
Dengue,Estado de São Paulo,2022,5,202205,2022-01-30,2211,2125,1205,1004,413,1438,360
Dengue,Estado de São Paulo,2022,6,202206,2022-02-06,2827,2692,1550,1277,577,1753,497
Dengue,Estado de São Paulo,2022,7,202207,2022-02-13,3698,3541,2003,1694,803,2276,619
Dengue,Estado de São Paulo,2022,8,202208,2022-02-20,4683,4440,2624,2059,951,2892,840
Dengue,Estado de São Paulo,2022,9,202209,2022-02-27,5641,5478,3029,2611,1047,3540,1054
Dengue,Estado de São Paulo,2022,10,202210,2022-03-06,10306,9975,5721,4579,2131,6330,1845
Dengue,Estado de São Paulo,2022,11,202211,2022-03-13,13349,12935,7434,5904,2750,8241,2358
Dengue,Estado de São Paulo,2022,12,202212,2022-03-20,16537,15966,9018,7500,3238,10422,2877
Dengue,Estado de São Paulo,2022,13,202213,2022-03-27,20438,19658,11319,9092,4185,12898,3355
Dengue,Estado de São Paulo,2022,14,202214,2022-04-03,23736,22621,13254,10465,4990,14904,3842
Dengue,Estado de São Paulo,2022,15,202215,2022-04-10,24257,23106,13260,10969,4960,15376,3921
Dengue,Estado de São Paulo,2022,16,202216,2022-04-17,26601,25326,14583,11995,5021,17103,4477
Dengue,Estado de São Paulo,2022,17,202217,2022-04-24,31423,29821,17021,14380,6821,19764,4838
Dengue,Estado de São Paulo,2022,18,202218,2022-05-01,30715,29054,16596,14096,6483,19598,4634
Dengue,Estado de São Paulo,2022,19,202219,2022-05-08,31252,29581,16843,14385,6342,20091,4819
Dengue,Estado de São Paulo,2022,20,202220,2022-05-15,18829,17778,9917,8896,3760,12343,2726
Dengue,Estado de São Paulo,2022,21,202221,2022-05-22,14827,14046,7850,6967,3077,9755,1995
Dengue,Estado de São Paulo,2022,22,202222,2022-05-29,9916,9313,5174,4730,2190,6634,1092
Dengue,Estado de São Paulo,2022,23,202223,2022-06-05,9048,8542,4737,4304,2031,5882,1135
Dengue,Estado de São Paulo,2022,24,202224,2022-06-12,5373,5030,2772,2595,1169,3559,645
Dengue,Estado de São Paulo,2022,25,202225,2022-06-19,5198,4858,2696,2496,1058,3500,640
Dengue,Estado de São Paulo,2022,26,202226,2022-06-26,3709,3434,1886,1819,778,2512,419
Dengue,Estado de São Paulo,2022,27,202227,2022-07-03,3269,2986,1703,1566,695,2187,387
Dengue,Estado de São Paulo,2022,28,202228,2022-07-10,2541,2311,1293,1248,523,1729,289
Dengue,Estado de São Paulo,2022,29,202229,2022-07-17,2301,2095,1206,1090,473,1521,307
Dengue,Estado de São Paulo,2022,30,202230,2022-07-24,1968,1757,1063,905,456,1272,240
Dengue,Estado de São Paulo,2022,31,202231,2022-07-31,1853,1687,1019,832,418,1181,254
Dengue,Estado de São Paulo,2022,32,202232,2022-08-07,1351,1253,673,678,318,882,151
Dengue,Estado de São Paulo,2022,33,202233,2022-08-14,1278,1158,636,641,316,804,158
Dengue,Estado de São Paulo,2022,34,202234,2022-08-21,943,777,502,441,250,604,89
Dengue,Estado de São Paulo,2022,35,202235,2022-08-28,852,748,426,425,264,474,114
Dengue,Estado de São Paulo,2022,36,202236,2022-09-04,707,621,369,338,215,420,72
Dengue,Estado de São Paulo,2022,37,202237,2022-09-11,785,685,387,397,240,491,54
Dengue,Estado de São Paulo,2022,38,202238,2022-09-18,727,610,365,362,222,444,61
Dengue,Estado de São Paulo,2022,39,202239,2022-09-25,581,489,304,277,206,332,43
Dengue,Estado de São Paulo,2022,40,202240,2022-10-02,700,568,348,352,256,378,66
Dengue,Estado de São Paulo,2022,41,202241,2022-10-09,622,514,325,297,194,374,54
Dengue,Estado de São Paulo,2022,42,202242,2022-10-16,697,579,348,349,249,387,61
Dengue,Estado de São Paulo,2022,43,202243,2022-10-23,757,623,392,365,265,430,62
Dengue,Estado de São Paulo,2022,44,202244,2022-10-30,615,534,340,275,164,390,61
Dengue,Estado de São Paulo,2022,45,202245,2022-11-06,836,706,473,363,231,512,93
Dengue,Estado de São Paulo,2022,46,202246,2022-11-13,708,610,367,339,191,432,85
Dengue,Estado de São Paulo,2022,47,202247,2022-11-20,889,779,500,388,182,603,104
Dengue,Estado de São Paulo,2022,48,202248,2022-11-27,925,815,493,430,222,562,141
Dengue,Estado de São Paulo,2022,49,202249,2022-12-04,871,760,465,405,176,560,135
Dengue,Estado de São Paulo,2022,50,202250,2022-12-11,1157,1024,614,543,256,728,173
Dengue,Estado de São Paulo,2022,51,202251,2022-12-18,1122,972,603,517,226,714,182
Dengue,Estado de São Paulo,2022,52,202252,2022-12-25,1185,1055,654,531,238,739,208
Dengue,Estado de São Paulo,2023,1,202301,2023-01-01,1193,1164,612,579,206,832,155
Dengue,Estado de São Paulo,2023,2,202302,2023-01-08,2491,2421,1329,1161,429,1626,436
Dengue,Estado de São Paulo,2023,3,202303,2023-01-15,2942,2850,1594,1345,579,1885,478
Dengue,Estado de São Paulo,2023,4,202304,2023-01-22,4230,4107,2251,1978,772,2699,759
Dengue,Estado de São Paulo,2023,5,202305,2023-01-29,5433,5286,2853,2577,1026,3330,1077
Dengue,Estado de São Paulo,2023,6,202306,2023-02-05,7145,6962,3815,3318,1544,4351,1250
Dengue,Estado de São Paulo,2023,7,202307,2023-02-12,9552,9339,5205,4340,1935,5883,1734
